Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
SDSSJ1502+4933,Kilic 2020,SDSSJ1502+4933 Kilic 2020,6541.0,,,,He,,,66.3474806065726,28.575927654927,Gaia DR3 152931141027253888,15.49495462,0.18117288,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0445+0050,Kilic 2020,SDSSJ0445+0050 Kilic 2020,6071.0,,,,He,,,71.3156741240399,0.8478794234195,Gaia DR3 3230171064244273024,12.49261963,0.21795687,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0447+0106,Kilic 2020,SDSSJ0447+0106 Kilic 2020,6164.0,,,,He,,,71.9513879111978,1.1096852279644,Gaia DR3 3231702860037325824,15.35102046,0.1359376,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0654+3938,Kilic 2020,SDSSJ0654+3938 Kilic 2020,9435.0,,,,He,,,103.581492405859,39.6370167849483,Gaia DR3 950361883331847424,20.02975421,0.04846633,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0703-?1656,Kilic 2020,SDSSJ0703-?1656 Kilic 2020,7387.0,,,,He,,,105.938344954445,-16.9393083523771,Gaia DR3 2935446392608812032,11.48354056,0.11977563,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0717+3630,Kilic 2020,SDSSJ0717+3630 Kilic 2020,7133.0,,,,He,,,109.347882315162,36.5003943498457,Gaia DR3 898002379406954752,9.704442893,0.16513337,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0726+2216,Kilic 2020,SDSSJ0726+2216 Kilic 2020,6957.0,,,,He,,,111.686970665352,22.269137406582,Gaia DR3 866081701427025536,11.63783999,0.14640239,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0800-?0840,Kilic 2020,SDSSJ0800-?0840 Kilic 2020,6965.0,,,,He,,,120.023511094475,-8.6787032615855,Gaia DR3 3039671225803688320,13.42089689,0.14050432,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0805+6624,Kilic 2020,SDSSJ0805+6624 Kilic 2020,6482.0,,,,He,,,121.405698941831,66.4073619178272,Gaia DR3 1095169656358227456,10.24830153,0.17771567,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0902+6503,Kilic 2020,SDSSJ0902+6503 Kilic 2020,6385.0,,,,He,,,135.634378073152,65.0575571165691,Gaia DR3 1044511002434919936,11.92615138,0.1388523,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0912+0808,Kilic 2020,SDSSJ0912+0808 Kilic 2020,6338.0,,,,He,,,138.146487434255,8.1378551065803,Gaia DR3 590183142750379136,15.79940883,0.13550182,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0928+1937,Kilic 2020,SDSSJ0928+1937 Kilic 2020,6072.0,,,,He,,,142.044513765156,19.6197640861097,Gaia DR3 634307433430523648,12.78454015,0.23639871,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1027+5019,Kilic 2020,SDSSJ1027+5019 Kilic 2020,5742.0,,,,He,,,156.911988751324,50.3181123109702,Gaia DR3 847272257228823552,13.86552074,0.1632311,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.71,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1114+6546,Kilic 2020,SDSSJ1114+6546 Kilic 2020,5915.0,,,,He,,,168.709670655082,65.7795371547514,Gaia DR3 1056003918305358592,14.29655997,0.12716644,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1137+2005,Kilic 2020,SDSSJ1137+2005 Kilic 2020,6214.0,,,,He,,,174.417090369677,20.0969606326731,Gaia DR3 3978988652273088128,9.853466059,0.44850314,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ0425+2834,Kilic 2020,SDSSJ0425+2834 Kilic 2020,5988.0,,,,He,,,225.598212664378,49.553521322963,Gaia DR3 1592242645479324288,11.12268091,0.12556264,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1552-?0219,Kilic 2020,SDSSJ1552-?0219 Kilic 2020,7666.0,,,,He,,,238.126835900899,-2.3247960680843,Gaia DR3 4403059253334693248,10.7332113,0.12618816,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1733+3013,Kilic 2020,SDSSJ1733+3013 Kilic 2020,7908.0,,,,He,,,263.411738014988,30.2259849777533,Gaia DR3 4598979924619296384,16.83813422,0.05139117,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1757+1021,Kilic 2020,SDSSJ1757+1021 Kilic 2020,8358.0,,,,He,,,269.357509264227,10.3568951509975,Gaia DR3 4494877446445481472,22.40145088,0.0411395,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ1759+0349,Kilic 2020,SDSSJ1759+0349 Kilic 2020,11170.0,,,,He,,,269.851806940692,3.8233465999532,Gaia DR3 4469700519955285760,10.22459995,0.059361294,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ2025+2839,Kilic 2020,SDSSJ2025+2839 Kilic 2020,11197.0,,,,He,,,306.358027064251,28.6601647571868,Gaia DR3 1860318973495642240,10.51297208,0.052872874,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ2058+1657,Kilic 2020,SDSSJ2058+1657 Kilic 2020,6284.0,,,,He,,,314.635468835699,16.9645658335966,Gaia DR3 1764481588648685440,12.54182289,0.18897949,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2020ApJ...898...84K/abstract,,-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross 640,Koester & Wolff 2000,Ross 640 Koester & Wolff 2000,8500.0,200.0,8.0,0.15,He,,,247.104179538235,36.77106857614,Gaia DR3 1331106782752978688,62.9109,0.0143,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2000A%26A...357..587K/abstract,,-3.3,0.3,,,,,,,,,,,,-9.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,-7.25,0.65,,,,,,-8.25,-1.0,,,,,,-7.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.65,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.3,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0146+1847,Koester 2005,HS 0146+1847 Koester 2005,11500.0,300.0,8.0,,He,,,27.2366524572788,19.0409680425658,Gaia DR3 95297185335797120,21.0901,0.0407,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...439..317K/abstract,,-2.89,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.22,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE 0110-5630,Koester 2005a,HE 0110-5630 Koester 2005a,19200.0,,8.16,,He,,,18.0880894889526,-56.2409752813715,Gaia DR3 4913589203924379776,10.3089,0.034,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,Accretion rate from Girven et al. 2012,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251188643.150958,,
HE 1349-2305,Koester 2005a,HE 1349-2305 Koester 2005a,18300.0,,8.13,,He,,,208.183850696257,-23.3348295511935,Gaia DR3 6287259310145684608,7.6182,0.0683,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,Accretion rate from Girven et al. 2012,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501187233.627272,,
WD 1352+004,Koester 2005a,WD 1352+004 Koester 2005a,15300.0,,8.48,,He,,,208.885055593202,0.1899832788867,Gaia DR3 3660691817127057920,13.5188,0.0503,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,Accretion rate from Girven et al. 2012,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50118723.3627272,,
WD 1709+230,Koester 2005a,WD 1709+230 Koester 2005a,19700.0,,8.17,,He,,,257.981916221261,23.0170904210231,Gaia DR3 4568641929204497664,15.2405,0.027,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 2142-169,Koester 2005a,WD 2142-169 Koester 2005a,15900.0,,7.93,,He,,,326.365351671649,-16.7190159730311,Gaia DR3 6838163293346622336,5.7197,0.058,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 2144-079,Koester 2005a,WD 2144-079 Koester 2005a,16500.0,,7.9,,He,,,326.905372157292,-7.7367251339191,Gaia DR3 2666976508140663040,19.0252,0.0398,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 2229+139,Koester 2005a,WD 2229+139 Koester 2005a,15900.0,,8.37,,He,,,337.939270099992,14.1872216667812,Gaia DR3 2732864192679430656,12.0413,0.0527,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,Accretion rate from Girven et al. 2012,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,,
WD 2354+159,Koester 2005a,WD 2354+159 Koester 2005a,19000.0,,7.91,,He,,,359.144776125742,16.2611825950221,Gaia DR3 2773136383028850688,10.4907,0.0433,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2005A%26A...432.1025K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC 04207-4748,Koester 2014b,EC 04207-4748 Koester 2014b,25970.0,500.0,7.79,0.08,He,,,65.5473183487221,-47.695003452542,Gaia DR3 4788896304637763072,10.9152,0.0267,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.118K/abstract,,,,,,,,,,,,,,,-5.6,0.2,5900000.0,3625652664.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,-1.0,,,,1759967352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 0435+410,Koester 2014b,WD 0435+410 Koester 2014b,16810.0,,8.19,,He,,,69.6640585919432,41.1589872087939,Gaia DR3 203931163247581184,18.5503,0.0326,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.118K/abstract,,,,,,,,,,,,,,,-9.0,-1.0,93600.0,7668496800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.2,,,,,6469308000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 2144-079,Koester 2014b,WD 2144-079 Koester 2014b,16340.0,,8.18,,He,,,326.905372157292,-7.7367251339191,Gaia DR3 2666976508140663040,19.0252,0.0398,,,,,,,,,https://ui.adsabs.harvard.edu/abs/2014A%26A...568A.118K/abstract,,,,,,,,,,,,,,,-8.5,-1.0,417000.0,10350892800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8,,,,,8867685600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
